date_time,platform,song_id,user_id
2018-04-15,app,418,1692
2000-05-29,mobile,1967,1463
2018-11-15,desktop,1204,1275
2013-06-25,desktop,412,494
2000-07-06,app,1933,357
2002-03-27,mobile,18,464
2001-11-07,app,16,107
2014-04-13,desktop,1597,294
2008-06-06,desktop,780,161
2015-03-29,app,1269,1480
2007-10-29,mobile,621,885
2013-12-04,desktop,396,1073
2017-03-15,desktop,1556,1500
2013-08-06,desktop,1088,886
2009-02-20,mobile,1328,1763
2007-10-28,mobile,1851,67
2010-05-15,mobile,831,58
2009-05-29,mobile,958,624
2001-06-05,desktop,465,1539
2001-08-23,mobile,512,715
2000-01-23,app,1066,423
2012-01-02,desktop,341,1909
2011-04-12,desktop,6,1042
2014-07-28,mobile,39,1147
2015-06-16,app,1775,1654
2014-09-04,app,1670,686
2004-01-10,desktop,1170,1417
2017-04-18,app,919,416
2016-01-17,mobile,702,1158
2018-06-30,mobile,307,731
2017-04-13,app,855,1350
2002-11-01,desktop,394,141
2018-09-14,app,319,336
2005-07-13,app,263,1863
2014-04-28,desktop,1790,18
2004-02-15,app,154,752
2014-06-20,mobile,499,897
2000-12-11,desktop,203,930
2009-12-25,desktop,634,645
2018-09-27,app,355,633
2018-11-20,mobile,740,591
2017-01-07,desktop,1399,1585
2008-06-11,app,326,901
2008-10-22,desktop,71,1603
2000-08-19,mobile,587,683
2014-10-12,mobile,812,1326
2004-04-17,mobile,1910,277
2004-02-12,desktop,1481,1617
2000-08-19,mobile,155,225
2006-06-14,mobile,1932,185
2012-12-15,desktop,112,1716
2008-10-14,app,151,1919
2008-01-01,desktop,1709,998
2010-03-07,app,793,1792
2007-10-31,desktop,1715,976
2006-08-28,desktop,1780,1894
2015-08-21,desktop,353,297
2016-06-18,desktop,1437,1698
2002-01-13,mobile,749,1995
2010-10-07,mobile,1735,817
2007-01-14,mobile,1308,1159
2015-11-29,desktop,424,84
2003-11-20,mobile,1063,983
2014-11-16,desktop,1466,217
2012-11-04,app,465,365
2011-06-14,app,1160,88
2010-04-24,app,574,1071
2016-01-03,mobile,504,1707
2009-04-18,app,1503,1131
2003-09-29,desktop,1596,1149
2018-02-12,mobile,258,1312
2005-06-01,desktop,1045,41
2002-05-09,mobile,1382,1659
2015-07-20,app,1127,1479
2006-04-04,mobile,196,907
2006-07-06,mobile,1447,1821
2002-05-24,mobile,365,275
2004-01-02,app,1005,510
2015-01-11,mobile,1369,1873
2015-03-28,app,1878,54
2012-05-17,desktop,1534,200
2000-11-05,mobile,144,1909
2012-03-23,app,391,1353
2012-02-21,mobile,1560,623
2016-03-18,desktop,44,834
2002-01-15,app,840,1842
2004-03-23,mobile,1432,1645
2017-09-12,mobile,33,784
2001-12-21,mobile,1893,174
2013-11-14,mobile,1415,100
2005-10-31,app,555,911
2004-10-24,mobile,1796,88
2002-03-16,mobile,1051,562
2003-04-11,desktop,1884,1136
2000-10-26,desktop,1094,167
2013-08-15,desktop,1367,1227
2017-07-06,desktop,1616,1207
2006-02-13,mobile,402,412
2012-05-17,mobile,1332,866
2011-03-23,desktop,81,1564
2010-09-12,app,494,1807
2011-12-29,app,816,636
2009-07-17,app,627,1562
2001-04-30,app,1404,142
2010-04-07,desktop,1463,799
2004-06-04,app,1847,1947
2015-01-29,app,73,1931
2003-05-20,desktop,700,1007
2007-04-30,mobile,283,1438
2013-11-14,mobile,304,548
2003-08-04,mobile,223,2
2007-12-09,desktop,845,1844
2000-11-05,desktop,1446,1455
2000-12-15,desktop,366,1950
2006-09-20,app,514,1145
2018-04-04,mobile,637,1874
2006-05-15,mobile,669,1153
2012-03-18,desktop,1435,953
2008-07-24,desktop,769,729
2008-12-27,mobile,719,266
2008-03-10,mobile,191,1425
2018-10-26,mobile,261,1912
2004-01-09,mobile,1218,1869
2007-03-16,app,1231,192
2003-12-14,mobile,1679,747
2007-01-27,desktop,584,1205
2001-08-01,desktop,452,937
2013-09-25,mobile,882,1135
2004-11-08,mobile,1779,1449
2012-03-14,app,332,919
2001-04-01,app,148,1814
2009-11-07,desktop,522,771
2009-03-01,desktop,1239,44
2016-07-01,mobile,1283,908
2017-04-15,desktop,1387,951
2003-03-14,mobile,1253,1924
2001-04-11,mobile,1805,655
2013-07-27,desktop,1181,900
2005-03-01,app,1020,683
2003-08-29,desktop,1036,627
2012-06-08,desktop,1150,839
2014-04-09,desktop,628,1952
2007-04-15,desktop,1029,407
2017-05-30,app,182,1574
2012-02-21,mobile,908,236
2006-10-10,desktop,1781,447
2004-05-25,desktop,896,270
2002-08-13,app,1250,1092
2012-10-28,mobile,673,884
2012-12-23,mobile,974,590
2006-01-12,app,1439,1790
2018-07-05,app,1066,630
2002-06-28,mobile,1639,406
2016-07-07,desktop,1692,1866
2003-01-15,desktop,682,610
2004-09-27,desktop,450,1557
2010-03-07,mobile,892,1913
2010-08-11,desktop,817,572
2000-08-24,mobile,543,116
2004-02-08,mobile,700,1640
2003-08-13,app,1927,874
2004-07-11,app,1562,311
2017-06-16,mobile,471,1778
2016-04-16,mobile,710,1358
2015-09-18,app,708,1832
2014-05-15,desktop,692,1263
2005-03-01,mobile,234,1632
2005-07-05,mobile,829,260
2002-04-17,desktop,1673,481
2003-02-01,mobile,1151,1458
2016-05-08,desktop,1234,1443
2006-09-01,desktop,1674,1490
2007-07-10,desktop,1149,1304
2016-08-13,mobile,888,364
2004-09-15,app,1823,333
2016-08-22,app,1188,996
2010-12-30,mobile,1108,39
2007-02-02,app,400,449
2003-08-08,desktop,864,1385
2009-01-23,desktop,707,915
2008-09-29,mobile,1152,1658
2005-02-15,desktop,1955,134
2009-12-30,desktop,1222,1209
2013-04-07,app,919,282
2014-10-02,app,1160,325
2013-01-25,app,602,238
2000-06-22,mobile,894,1508
2006-03-17,mobile,1498,1956
2011-03-08,app,1451,391
2013-05-30,mobile,756,1309
2002-06-06,mobile,1752,536
2009-07-14,mobile,126,502
2016-07-08,mobile,798,806
2016-08-28,desktop,319,1446
2014-01-21,desktop,1200,207
2012-08-02,app,437,1260
2010-08-15,mobile,1217,714
2009-12-06,app,1452,1240
2012-08-10,app,440,1267
2003-09-13,app,178,1504
2000-10-25,app,1349,1027
2013-05-14,mobile,620,1888
2008-06-10,mobile,1933,776
2005-07-21,app,1333,10
2016-04-20,app,701,1312
2005-09-24,app,835,1735
2014-05-04,app,995,945
2001-10-04,app,2,1906
2002-01-06,desktop,157,144
2013-06-02,mobile,1773,153
2013-12-08,desktop,1871,517
2011-12-20,mobile,1073,1809
2000-11-15,app,752,1527
2002-10-29,app,1040,1877
2016-06-29,app,1452,769
2017-04-07,app,1264,1187
2009-08-08,mobile,1235,1542
2008-07-03,mobile,1791,328
2004-10-20,desktop,992,460
2012-11-06,mobile,1274,1771
2018-07-10,app,423,401
2003-09-19,mobile,718,1538
2014-06-17,mobile,1663,1247
2016-12-20,app,898,454
2000-03-11,app,1083,1264
2006-06-12,app,1574,1831
2009-03-28,mobile,1958,1690
2012-10-18,desktop,1351,1250
2012-06-12,app,1773,106
2002-01-10,mobile,258,81
2000-10-21,app,625,404
2012-06-30,app,822,847
2018-11-14,app,360,1869
2008-04-15,app,197,748
2007-04-25,mobile,1895,1494
2009-10-07,app,1678,14
2018-12-04,desktop,1688,548
2018-07-31,desktop,278,551
2018-10-19,desktop,373,1077
2002-07-03,app,642,1003
2006-09-27,app,1017,744
2015-08-12,app,117,1543
2001-08-21,app,132,1092
2017-06-14,mobile,1406,76
2001-04-12,mobile,235,672
2014-07-09,mobile,715,1134
2011-11-14,app,1641,1292
2013-01-07,app,165,1575
2009-08-25,mobile,901,1049
2005-08-09,desktop,1060,851
2015-01-10,app,497,1949
2009-03-17,desktop,1039,1073
2010-10-13,app,1880,1691
2003-08-30,app,66,808
2002-07-23,desktop,1262,623
2016-04-29,app,1599,1764
2009-11-03,desktop,600,1634
2012-11-23,app,208,876
2017-01-08,desktop,1306,722
2008-04-22,desktop,1695,1477
2010-06-27,mobile,1032,1199
2002-06-03,desktop,886,584
2010-04-09,mobile,1430,969
2013-06-14,app,1524,525
2002-06-30,app,350,803
2018-02-21,desktop,705,1664
2016-06-19,app,524,922
2006-04-10,app,533,5
2016-03-01,mobile,1896,1171
2010-04-05,mobile,1242,2
2011-02-23,desktop,985,870
2015-06-19,app,1487,1241
2011-12-02,desktop,480,136
2017-05-04,mobile,1529,1098
2012-05-12,app,250,289
2004-03-12,mobile,614,1812
2018-08-10,app,1894,981
2013-09-04,desktop,1150,172
2016-08-17,app,1749,1135
2002-03-05,app,879,993
2005-12-21,app,1176,213
2001-05-04,app,153,1278
2007-04-04,desktop,1108,643
2002-02-23,app,50,868
2012-08-15,app,130,983
2004-03-31,app,795,233
2000-09-24,desktop,1972,1062
2013-10-11,app,376,36
2017-05-14,app,1098,1147
2016-02-23,desktop,1751,685
2007-02-22,desktop,728,391
2004-03-19,app,1774,87
2005-01-16,app,489,231
2011-07-28,mobile,188,1720
2005-03-22,mobile,851,380
2007-09-06,app,380,1822
2006-02-27,desktop,299,32
2004-11-12,app,1597,906
2013-07-31,mobile,336,146
2014-05-09,app,1666,570
2009-06-06,desktop,96,1883
2012-06-08,mobile,997,1136
2003-11-03,mobile,702,932
2011-08-02,mobile,397,1130
2002-04-04,desktop,1876,841
2012-09-27,desktop,821,55
2009-03-23,app,1945,879
2005-10-17,app,215,261
2002-09-25,app,1487,1277
2003-08-23,mobile,833,746
2001-11-23,app,739,834
2011-12-29,app,255,947
2015-07-24,desktop,1461,1681
2018-09-20,mobile,1287,675
2017-07-16,desktop,314,882
2001-06-26,desktop,584,1090
2011-09-17,mobile,1805,1000
2015-12-08,mobile,1166,479
2014-07-09,desktop,411,175
2006-03-17,app,1978,1045
2000-08-10,app,739,925
2000-05-23,desktop,1154,96
2014-09-21,app,1107,433
2015-10-28,app,591,996
2011-06-25,desktop,504,91
2005-11-27,desktop,255,1796
2012-02-15,app,22,1353
2006-04-08,mobile,1032,1842
2013-01-21,mobile,318,1759
2010-07-07,app,421,974
2018-03-22,app,1774,553
2001-06-26,app,77,1026
2004-11-17,app,1657,1979
2013-04-15,desktop,1780,1640
2007-06-19,mobile,1074,1118
2008-01-07,mobile,1749,590
2012-02-12,mobile,1774,354
2013-12-12,mobile,1495,1232
2008-11-30,app,1882,1736
2005-10-07,desktop,5,148
2001-10-23,mobile,217,425
2017-11-06,app,1665,437
2011-11-19,app,85,1476
2008-09-07,mobile,1558,1502
2003-01-02,mobile,333,1175
2009-01-20,app,1735,631
2010-11-29,desktop,1790,1498
2000-07-09,desktop,1918,402
2004-10-10,desktop,1774,456
2006-04-25,app,1720,888
2016-09-21,desktop,13,1683
2005-10-09,mobile,681,964
2018-06-02,app,781,1927
2005-02-03,app,1664,1243
2017-01-09,desktop,971,1354
2003-03-29,app,27,151
2010-04-08,app,925,1109
2004-02-25,mobile,1354,1270
2014-10-20,app,1010,1930
2014-02-14,app,127,1530
2000-02-08,mobile,1133,671
2009-11-08,app,159,1927
2018-06-27,app,1522,889
2011-11-11,app,547,150
2010-04-20,app,208,43
2010-06-25,desktop,937,1438
2018-08-20,desktop,1039,568
2001-01-26,app,1072,544
2008-07-28,mobile,1311,114
2013-11-17,desktop,1341,1231
2003-03-23,mobile,1154,942
2004-12-11,mobile,662,40
2014-11-10,desktop,180,337
2014-12-01,app,1631,1104
2017-02-22,app,1879,1783
2011-08-28,mobile,193,1856
2007-05-31,desktop,1788,1369
2001-03-23,desktop,1771,1850
2009-11-23,desktop,1202,160
2018-02-15,app,529,1180
2009-08-26,mobile,209,583
2009-03-10,app,1267,224
2008-03-15,mobile,1998,1610
2003-09-20,app,1817,1670
2005-01-30,app,1149,299
2004-02-19,app,396,1063
2013-12-14,desktop,1780,374
2004-11-10,desktop,812,226
2014-09-07,desktop,832,642
2012-01-03,desktop,891,32
2011-02-26,app,677,1441
2008-06-23,desktop,172,949
2002-12-02,desktop,959,892
2002-09-26,desktop,374,836
2003-10-18,desktop,1706,192
2001-02-28,desktop,1083,1915
2004-12-03,mobile,1350,1404
2001-06-01,mobile,1641,194
2004-11-06,desktop,281,1566
2004-11-09,mobile,647,1403
2007-04-27,desktop,1622,1648
2014-05-19,desktop,11,1685
2004-08-26,mobile,609,419
2013-07-30,app,1083,1338
2007-10-01,desktop,636,1856
2007-12-02,app,1048,1871
2005-05-02,app,1658,637
2007-12-07,app,1142,553
2007-08-13,mobile,701,1518
2018-07-03,desktop,223,796
2010-07-18,mobile,747,752
2002-09-30,app,1268,1558
2015-04-12,desktop,38,1640
2018-07-25,mobile,456,1945
2017-06-29,app,1068,1843
2003-05-12,app,1075,1181
2002-08-25,app,898,259
2003-09-25,desktop,1894,869
2016-07-11,mobile,774,207
2017-10-27,mobile,1358,144
2017-02-08,desktop,1712,1961
2014-07-06,app,1775,905
2003-04-29,app,238,916
2012-03-23,desktop,753,544
2000-01-09,mobile,1644,109
2003-09-02,desktop,259,102
2012-08-21,desktop,245,1939
2001-10-03,mobile,1928,60
2002-03-25,mobile,1459,1049
2008-08-27,app,1947,996
2010-08-25,desktop,1269,1288
2004-08-29,app,107,1639
2015-12-09,mobile,47,356
2002-04-17,desktop,1342,235
2000-05-08,mobile,738,581
2002-06-21,app,754,1955
2009-03-26,mobile,1211,322
2018-08-01,mobile,482,722
2017-02-16,desktop,1201,515
2010-04-11,desktop,306,650
2007-09-16,mobile,446,1189
2007-05-31,desktop,306,1122
2009-06-26,desktop,1692,107
2005-09-14,mobile,951,1942
2012-11-13,app,679,891
2016-06-10,app,1073,1877
2010-06-07,desktop,566,1111
2005-03-15,app,96,774
2015-01-25,mobile,272,811
2005-07-02,app,61,641
2017-01-28,mobile,1440,746
2017-06-15,app,1084,1138
2011-04-16,mobile,1665,562
2006-09-18,desktop,1997,679
2014-04-15,mobile,1330,426
2004-05-29,mobile,1116,1707
2003-12-31,desktop,596,1401
2007-10-18,desktop,1788,36
2015-03-06,desktop,1797,361
2001-08-05,mobile,1326,492
2017-12-04,app,1465,775
2014-06-27,desktop,99,800
2000-04-02,mobile,1624,68
2001-03-31,mobile,1873,1558
2014-05-08,app,1179,1630
2006-06-04,app,1743,1616
2015-10-15,app,1943,810
2011-01-02,app,946,837
2005-05-17,desktop,553,452
2000-01-27,desktop,135,1287
2004-09-23,app,1021,1314
2012-11-14,app,1546,1877
2017-08-06,app,832,471
2002-10-09,desktop,1979,758
2014-12-06,app,1682,969
2005-02-23,desktop,148,21
2005-08-09,desktop,1783,1076
2006-12-06,mobile,1713,1890
2006-11-10,desktop,1380,1586
2006-07-03,app,398,1609
2014-12-21,mobile,904,1164
2011-07-08,mobile,929,1141
2008-06-11,mobile,225,1232
2016-03-24,app,921,1773
2010-11-16,mobile,589,1654
2012-03-14,desktop,647,969
2017-01-10,app,478,311
2002-02-03,mobile,789,1764
2016-10-09,desktop,306,601
2008-06-24,app,1477,1813
2001-04-20,app,1633,529
2003-12-16,mobile,31,1388
2013-04-10,mobile,686,1012
2014-03-08,desktop,621,1682
2005-08-17,app,1385,1314
2000-12-21,desktop,1162,496
2002-10-05,app,217,150
2012-01-11,mobile,624,1349
2001-12-15,app,256,594
2010-08-04,mobile,1801,1289
2018-03-30,app,1077,1691
2002-03-03,desktop,728,1801
2016-08-27,desktop,1182,1218
2008-06-11,desktop,571,648
2016-04-20,mobile,1244,863
2013-01-23,mobile,1429,1741
2010-06-05,app,1229,582
2013-10-07,mobile,873,1624
2002-12-09,desktop,29,1507
2006-12-05,desktop,573,469
2003-05-03,desktop,1298,1996
2003-05-25,app,838,1844
2018-10-06,mobile,341,1293
2006-01-21,mobile,840,815
2017-03-14,app,1198,833
2010-10-15,app,1069,803
2008-06-30,app,1578,1900
2012-07-16,desktop,1109,1883
2014-11-29,desktop,213,295
2008-04-18,app,789,1903
2005-08-20,mobile,648,1314
2011-11-08,desktop,478,1776
2010-12-06,app,1,1527
2001-01-09,mobile,263,504
2018-08-14,mobile,425,224
2011-08-25,app,140,335
2012-03-30,mobile,422,683
2005-05-18,mobile,1094,1719
2013-11-20,desktop,476,435
2005-05-04,mobile,183,632
2002-06-07,desktop,531,543
2007-10-08,desktop,529,1165
2014-01-17,mobile,1510,863
2018-02-09,app,1732,337
2015-08-11,mobile,1574,1822
2004-06-23,desktop,1121,1180
2006-01-28,mobile,1435,885
2001-07-19,app,1807,973
2011-06-22,desktop,217,1730
2011-10-12,app,1204,447
2007-07-27,mobile,231,236
2014-12-01,app,779,1558
2014-05-25,desktop,985,655
2017-06-17,mobile,1812,267
2009-06-18,app,1924,385
2005-02-01,desktop,25,1672
2002-05-18,app,1109,1176
2001-07-21,mobile,1131,1295
2012-05-25,app,259,157
2007-04-19,desktop,1707,28
2005-12-21,mobile,240,925
2005-05-30,app,1266,1000
2010-06-22,app,288,231
2005-04-05,mobile,1525,1271
2011-02-05,app,1091,1161
2018-05-01,mobile,1321,561
2002-09-26,mobile,430,980
2015-06-11,desktop,253,1955
2005-07-28,app,1052,1089
2004-08-29,mobile,372,1995
2009-05-04,app,959,29
2007-02-26,app,1184,398
2015-04-06,mobile,1007,1904
2012-01-29,mobile,616,689
2002-07-13,mobile,17,1418
2010-02-25,desktop,556,235
2011-01-30,mobile,171,303
2006-07-07,app,1503,447
2015-11-02,desktop,1481,84
2005-04-05,mobile,442,1461
2012-08-29,app,1838,306
2007-11-28,mobile,1925,184
2013-06-17,app,1515,1597
2007-01-02,mobile,994,1838
2007-09-03,app,749,1642
2005-06-02,desktop,1055,594
2014-10-13,app,106,1264
2011-03-18,app,1507,1226
2004-04-04,mobile,478,1203
2014-11-20,app,858,423
2016-03-18,app,507,1078
2000-07-14,mobile,516,358
2013-04-23,mobile,1886,1576
2001-04-28,app,1111,1240
2002-04-10,mobile,1069,1993
2018-12-16,app,846,1452
2013-12-04,app,897,1377
2012-09-29,app,1576,930
2016-10-25,mobile,955,1170
2005-07-16,desktop,1257,164
2009-08-03,desktop,1871,547
2011-01-26,mobile,764,1629
2004-02-07,desktop,1943,1213
2017-12-04,mobile,431,587
2018-02-06,mobile,367,946
2014-05-28,mobile,1101,727
2002-07-01,mobile,528,1266
2001-04-05,desktop,292,876
2012-09-24,mobile,429,1528
2011-12-03,mobile,397,573
2002-11-21,desktop,482,1511
2012-09-02,app,1389,202
2018-05-24,desktop,600,325
2007-04-29,app,190,1617
2001-08-15,app,1659,663
2003-04-07,mobile,1387,139
2006-08-07,desktop,663,246
2013-04-28,app,121,546
2011-11-28,app,1573,1631
2010-08-31,mobile,1476,1835
2014-09-07,app,711,1076
2011-05-17,mobile,959,328
2001-07-21,app,801,881
2006-02-25,app,787,706
2012-11-14,mobile,182,34
2001-08-09,desktop,1504,520
2017-10-01,mobile,127,1853
2000-09-28,app,276,858
2003-08-11,desktop,198,1595
2000-03-29,mobile,1229,1400
2004-10-28,desktop,1062,909
2005-03-13,desktop,446,1217
2006-01-20,desktop,1775,1966
2018-01-27,app,463,217
2006-09-25,app,131,167
2008-04-26,app,1944,691
2014-01-01,mobile,1493,1722
2003-08-01,desktop,179,315
2016-01-09,desktop,522,396
2000-11-28,mobile,791,1406
2000-04-29,app,435,349
2018-11-30,mobile,1855,1291
2006-01-10,app,407,1932
2015-01-22,app,1120,361
2016-08-12,app,1619,514
2014-12-09,desktop,1847,232
2013-06-09,desktop,470,384
2003-04-26,app,587,1805
2015-06-15,desktop,1547,63
2014-08-16,mobile,1725,1717
2007-01-11,desktop,1170,1507
2010-05-26,desktop,330,1609
2011-01-29,app,1306,282
2010-05-23,mobile,1953,378
2008-11-27,desktop,80,999
2005-05-03,desktop,1733,50
2014-04-17,mobile,274,1092
2015-11-02,app,1708,1842
2006-10-31,mobile,1027,913
2005-04-20,desktop,590,1826
2001-08-07,desktop,1038,1195
2009-02-13,app,1827,944
2006-11-26,mobile,960,1772
2017-04-28,desktop,109,310
2017-06-14,desktop,1378,525
2016-04-28,desktop,183,1625
2006-11-07,desktop,1411,1948
2010-04-02,app,1520,1971
2009-04-06,app,268,502
2016-04-23,desktop,980,1084
2010-01-21,desktop,1782,888
2005-12-25,app,1287,1298
2017-05-03,desktop,1427,1639
2003-08-30,app,417,919
2010-06-24,mobile,1086,1200
2005-01-21,desktop,1216,1119
2014-07-21,desktop,1592,1754
2012-09-26,mobile,946,24
2009-09-23,app,629,1582
2010-03-01,desktop,1227,669
2011-10-19,desktop,1075,1479
2008-07-27,desktop,1497,1811
2011-07-07,desktop,7,1487
2018-09-14,app,1074,1140
2006-03-01,app,1237,744
2011-09-08,desktop,1711,91
2016-03-13,mobile,1535,710
2004-05-17,desktop,36,440
2013-06-15,app,971,1176
2014-11-12,mobile,316,545
2018-02-17,desktop,1313,941
2017-07-18,app,1114,903
2012-08-16,app,1608,1321
2004-10-08,app,1016,980
2013-10-24,app,740,1645
2013-03-13,desktop,1759,1909
2011-02-08,mobile,29,315
2011-07-04,app,643,689
2010-06-23,app,775,401
2017-06-05,app,925,964
2010-03-20,desktop,99,857
2014-10-12,desktop,1793,1749
2002-09-02,app,1446,1661
2005-12-21,app,1664,71
2010-08-31,mobile,313,204
2005-09-05,app,127,1611
2004-03-18,desktop,1422,1860
2017-09-29,app,825,1636
2012-07-29,desktop,1354,1518
2002-10-22,mobile,547,1035
2013-05-28,mobile,772,364
2014-08-01,mobile,897,113
2001-01-25,app,1249,1364
2015-08-27,desktop,934,899
2005-06-29,mobile,1082,1563
2007-10-08,mobile,1202,1340
2018-02-23,desktop,1346,275
2016-04-27,mobile,1030,726
2012-11-12,mobile,1931,1716
2003-03-30,app,1069,1983
2005-12-24,app,972,365
2013-04-25,desktop,1625,1531
2015-04-04,mobile,366,1301
2001-07-09,desktop,1800,256
2018-11-02,mobile,711,741
2001-07-08,mobile,1919,839
2004-06-02,mobile,1037,1607
2008-01-21,mobile,1678,372
2011-06-23,desktop,898,1510
2007-08-06,desktop,235,566
2016-04-07,desktop,1938,796
2003-08-13,desktop,174,535
2007-10-30,desktop,583,1618
2010-03-06,app,1299,1070
2003-11-29,app,1192,209
2006-08-14,app,1261,1114
2001-04-18,desktop,1235,965
2010-07-29,mobile,1798,860
2016-12-18,desktop,760,222
2012-01-10,mobile,128,1389
2002-09-28,desktop,1999,1961
2003-09-18,app,1016,843
2013-07-13,mobile,20,774
2017-11-10,desktop,176,1499
2013-11-09,app,1685,1549
2007-07-30,mobile,143,1676
2017-06-04,desktop,325,90
2008-05-27,desktop,352,908
2003-10-17,app,47,443
2016-03-12,desktop,784,363
2011-04-02,desktop,158,195
2002-12-26,app,35,507
2002-10-02,app,784,949
2008-09-26,mobile,400,1235
2001-08-27,app,1717,202
2015-08-08,mobile,1454,775
2009-02-18,desktop,122,1199
2004-03-27,app,528,1275
2008-01-25,mobile,1815,20
2016-07-22,mobile,1431,569
2018-05-22,mobile,1747,295
2013-06-07,app,1637,372
2018-10-10,desktop,542,1732
2010-01-23,desktop,215,1177
2009-12-27,app,1592,983
2006-03-01,mobile,1194,1729
2006-05-17,mobile,1789,1825
2009-06-11,app,453,1118
2016-05-29,mobile,1415,1847
2018-10-08,desktop,758,269
2018-06-11,mobile,944,1917
2005-07-29,mobile,929,584
2013-07-04,mobile,1922,616
2008-09-09,mobile,1613,351
2008-06-24,app,1048,1164
2001-12-21,mobile,906,224
2016-09-15,app,1787,1500
2005-07-28,desktop,1562,469
2004-12-14,desktop,1946,1654
2009-06-21,mobile,1883,1763
2003-04-18,mobile,893,295
2015-12-04,desktop,1022,1509
2006-06-07,mobile,644,506
2016-02-13,desktop,191,1272
2000-04-26,app,1674,912
2009-04-30,desktop,1470,966
2006-09-09,app,309,569
2016-05-28,mobile,1430,1207
2017-04-30,desktop,1950,973
2001-06-27,desktop,1625,999
2008-10-25,desktop,63,1790
2010-05-02,app,1125,803
2008-10-25,desktop,879,1779
2002-03-29,desktop,751,1464
2018-08-17,desktop,1916,1926
2002-06-22,mobile,1980,901
2017-07-11,mobile,290,1187
2008-04-10,mobile,1946,23
2015-10-31,desktop,574,688
2001-05-12,desktop,258,892
2001-02-05,desktop,553,1638
2006-05-06,app,292,1678
2004-11-18,app,654,639
2016-01-01,mobile,1167,1434
2008-01-17,mobile,271,860
2012-01-01,mobile,308,1089
2005-03-23,mobile,307,1145
2002-10-23,mobile,1884,37
2007-04-01,mobile,1317,1478
2014-06-07,desktop,1644,1937
2011-01-04,mobile,1238,233
2007-12-12,mobile,161,391
2000-05-09,app,927,1621
2011-10-13,app,691,1526
2002-06-12,app,620,1451
2008-10-30,desktop,1914,1685
2006-04-02,desktop,326,1195
2005-01-08,mobile,761,1842
2009-04-22,desktop,356,667
2018-10-16,mobile,1878,1007
2004-03-08,desktop,854,1539
2001-05-02,desktop,708,662
2004-08-12,desktop,407,774
2017-02-16,app,161,1330
2004-11-13,app,1102,925
2011-11-02,mobile,1470,259
2006-07-30,mobile,1364,893
2004-04-12,mobile,994,524
2009-10-08,app,742,428
2012-06-26,app,773,584
2012-06-07,mobile,484,1472
2001-02-01,desktop,711,1999
2001-09-04,app,193,726
2008-11-12,app,1264,905
2006-06-17,mobile,557,1136
2002-09-13,desktop,893,690
2016-05-29,mobile,1689,196
