user_id,country,join_date,age
91,China,7/1/2018,48
92,Poland,8/18/2018,23
93,Czech Republic,5/2/2018,25
94,Japan,2/22/2018,44
95,Nigeria,8/26/2018,23
96,China,5/27/2018,46
97,China,12/12/2018,32
98,Russia,11/3/2018,47
99,Colombia,10/2/2018,43
100,Thailand,7/4/2018,36
101,Morocco,1/24/2018,46
102,Indonesia,7/7/2018,40
103,Poland,10/1/2018,47
104,Russia,11/20/2018,26
105,Mongolia,8/22/2018,44
106,Russia,10/2/2018,28
107,United States,7/11/2018,37
108,China,7/12/2018,34
109,Thailand,4/3/2018,44
110,Denmark,11/28/2018,36
111,Dominican Republic,6/10/2018,27
112,Indonesia,10/18/2018,31
113,Indonesia,6/22/2018,36
114,Philippines,10/25/2018,40
115,China,1/16/2018,48
116,China,9/15/2018,50
117,China,9/23/2018,23
118,Brazil,4/20/2018,22
119,Pakistan,7/9/2018,18
120,China,6/3/2018,32
121,China,10/25/2018,20
122,Poland,9/4/2018,28
123,Netherlands,3/19/2018,41
124,Bolivia,8/2/2018,34
125,Russia,7/7/2018,33
126,Portugal,6/2/2018,34
127,Armenia,3/30/2018,49
128,China,1/5/2018,44
129,Thailand,10/21/2018,28
130,China,3/28/2018,46
131,Poland,8/18/2018,34
132,China,9/10/2018,26
133,Spain,10/18/2018,48
134,Colombia,11/17/2018,42
135,Uzbekistan,8/18/2018,37
136,Albania,11/8/2018,49
137,Myanmar,8/27/2018,34
138,China,10/7/2018,50
139,Morocco,3/31/2018,42
140,Argentina,7/12/2018,26
141,Croatia,10/17/2018,31
142,Philippines,12/11/2018,45
143,Poland,3/14/2018,21
144,Kazakhstan,5/19/2018,46
145,Indonesia,8/21/2018,39
146,Philippines,3/7/2018,29
147,Indonesia,12/8/2018,37
148,Haiti,10/25/2018,43
149,Poland,5/7/2018,22
150,Slovenia,4/19/2018,30
151,Russia,4/6/2018,44
152,Slovenia,11/30/2018,42
153,China,2/25/2018,48
154,Vietnam,6/13/2018,37
155,Thailand,12/1/2018,47
156,Colombia,3/19/2018,29
157,Guatemala,11/18/2018,40
158,Jordan,10/14/2018,39
159,Greece,10/11/2018,36
160,Philippines,11/18/2018,30
161,United States,3/28/2018,44
162,Indonesia,1/9/2018,33
163,France,9/7/2018,36
164,Russia,5/31/2018,36
165,Czech Republic,1/17/2018,23
166,Indonesia,4/1/2018,46
167,Sweden,4/7/2018,35
168,France,11/3/2018,41
169,Costa Rica,7/26/2018,24
170,Palestinian Territory,3/11/2018,23
171,Indonesia,10/16/2018,19
172,Russia,9/8/2018,46
173,Indonesia,7/10/2018,20
174,China,1/12/2018,19
175,China,7/3/2018,45
176,China,1/2/2018,50
177,Venezuela,6/20/2018,46
178,Philippines,4/5/2018,44
179,Reunion,9/9/2018,35
180,Peru,1/17/2018,36
181,China,9/27/2018,21
182,Honduras,6/26/2018,43
183,Russia,11/17/2018,44
184,Kazakhstan,11/4/2018,26
185,China,5/19/2018,26
186,Netherlands,11/27/2018,19
187,Iran,7/19/2018,43
188,Philippines,1/6/2018,18
189,China,7/29/2018,27
190,Zambia,5/21/2018,22
191,Kazakhstan,7/12/2018,42
192,China,12/6/2018,28
193,Thailand,3/9/2018,37
194,Indonesia,5/7/2018,36
195,Indonesia,5/31/2018,29
196,Japan,9/16/2018,48
197,Afghanistan,2/23/2018,43
198,China,9/18/2018,27
199,Netherlands,9/19/2018,30
200,Czech Republic,12/6/2018,37
201,China,11/28/2018,38
202,Cuba,12/14/2018,27
203,Indonesia,10/22/2018,49
204,China,10/1/2018,34
205,Sweden,1/22/2018,45
206,Mongolia,7/16/2018,39
207,Sweden,4/27/2018,31
208,Colombia,5/11/2018,41
209,Russia,5/25/2018,25
210,Indonesia,9/6/2018,47
211,Philippines,12/13/2018,39
212,China,7/22/2018,39
213,Brazil,9/11/2018,45
214,Philippines,7/27/2018,30
215,Canada,2/8/2018,31
216,France,8/24/2018,37
217,Ukraine,10/11/2018,46
218,Montenegro,12/8/2018,39
219,China,7/26/2018,30
220,Macedonia,10/14/2018,33
221,Morocco,8/30/2018,45
222,Bosnia and Herzegovina,1/28/2018,27
223,Brazil,9/4/2018,18
224,Iran,1/20/2018,33
225,Malta,6/7/2018,28
226,Indonesia,3/28/2018,25
227,Greece,1/22/2018,34
228,United States,12/30/2018,33
229,China,3/11/2018,30
230,Guinea,9/29/2018,28
231,Philippines,2/4/2018,27
232,Philippines,6/26/2018,25
233,Afghanistan,9/20/2018,21
234,Philippines,7/5/2018,29
235,China,6/8/2018,20
236,Portugal,3/9/2018,21
237,Nigeria,11/23/2018,49
238,Botswana,8/8/2018,38
239,Thailand,12/11/2018,20
240,France,5/6/2018,24
241,Indonesia,8/1/2018,23
242,Indonesia,9/18/2018,21
243,France,7/16/2018,23
244,Brazil,11/14/2018,31
245,China,1/19/2018,25
246,South Korea,1/6/2018,41
247,Indonesia,2/19/2018,29
248,Democratic Republic of the Congo,3/21/2018,29
249,Indonesia,5/27/2018,27
250,Thailand,11/23/2018,32
251,Philippines,3/3/2018,30
252,Japan,11/29/2018,29
253,Norway,7/17/2018,26
254,Macedonia,4/17/2018,34
255,Italy,10/28/2018,31
256,China,7/27/2018,28
257,United States,1/10/2018,18
258,Portugal,11/20/2018,41
259,Philippines,5/22/2018,42
260,Ireland,3/13/2018,50
261,Canada,4/7/2018,26
262,Poland,2/4/2018,47
263,China,7/24/2018,41
264,Luxembourg,10/18/2018,30
265,Russia,5/30/2018,40
266,Belarus,3/19/2018,40
267,Russia,11/29/2018,42
268,Sweden,8/16/2018,19
269,China,1/12/2018,38
270,Russia,9/22/2018,26
271,France,9/10/2018,49
272,China,6/17/2018,24
273,Albania,1/23/2018,45
274,Sweden,6/4/2018,28
275,United Kingdom,10/11/2018,21
276,Pakistan,4/2/2018,48
277,Sri Lanka,12/26/2018,21
278,Indonesia,10/19/2018,41
279,Brazil,2/12/2018,33
280,Philippines,5/29/2018,25
281,Ukraine,1/17/2018,44
282,Croatia,9/25/2018,43
283,Canada,6/10/2018,23
284,Senegal,11/20/2018,49
285,Latvia,9/25/2018,23
286,France,5/10/2018,36
287,China,1/5/2018,19
288,Ukraine,9/15/2018,35
289,Venezuela,7/4/2018,21
290,China,6/12/2018,34
291,South Africa,12/19/2018,26
292,Pakistan,6/2/2018,30
293,Spain,12/30/2018,48
294,Myanmar,9/10/2018,29
295,Bhutan,12/29/2018,18
296,Japan,1/25/2018,21
297,Russia,2/27/2018,34
298,Honduras,12/2/2018,43
299,Philippines,3/15/2018,22
300,China,9/27/2018,34
301,China,12/1/2018,40
302,China,10/24/2018,30
303,Ghana,7/16/2018,26
304,Malaysia,6/2/2018,30
305,Sweden,8/29/2018,41
306,China,11/30/2018,32
307,Poland,3/26/2018,26
308,China,2/14/2018,22
309,Indonesia,12/22/2018,28
310,North Korea,10/29/2018,45
311,France,2/25/2018,45
312,Greece,4/14/2018,41
313,China,9/3/2018,30
314,Sweden,4/14/2018,29
315,Philippines,7/25/2018,47
316,Syria,2/24/2018,33
317,Sri Lanka,4/26/2018,45
318,France,10/19/2018,20
319,Philippines,10/30/2018,34
320,China,7/3/2018,18
321,China,9/19/2018,19
322,Brazil,8/25/2018,47
323,Peru,1/10/2018,19
324,Albania,9/17/2018,35
325,Colombia,11/1/2018,44
326,Vietnam,5/31/2018,37
327,Philippines,8/9/2018,47
328,Armenia,12/22/2018,29
329,China,3/19/2018,28
330,Saudi Arabia,10/4/2018,49
331,Poland,12/9/2018,47
332,Ukraine,2/28/2018,45
333,Sweden,12/5/2018,36
334,China,10/12/2018,50
335,France,3/4/2018,47
336,China,5/17/2018,20
337,Sweden,11/30/2018,42
338,Tanzania,4/27/2018,46
339,France,12/12/2018,43
340,Kazakhstan,3/8/2018,44
341,China,6/26/2018,34
342,Albania,2/17/2018,48
343,China,6/5/2018,43
344,Iraq,4/28/2018,28
345,China,6/11/2018,23
346,South Africa,11/19/2018,35
347,Cyprus,10/30/2018,24
348,Indonesia,9/22/2018,47
349,Russia,7/5/2018,32
350,Palestinian Territory,12/9/2018,41
351,China,12/1/2018,24
352,Philippines,7/31/2018,39
353,Cuba,6/19/2018,32
354,Indonesia,2/21/2018,35
355,Indonesia,5/17/2018,20
356,Iran,5/15/2018,48
357,South Africa,2/15/2018,25
358,Philippines,8/30/2018,33
359,Jordan,2/22/2018,50
360,Chile,12/25/2018,44
361,China,10/5/2018,25
362,Peru,5/20/2018,32
363,China,8/31/2018,38
364,Uruguay,5/10/2018,49
365,Dominican Republic,7/26/2018,38
366,Indonesia,8/29/2018,30
367,Russia,9/27/2018,22
368,China,6/24/2018,32
369,Latvia,11/18/2018,50
370,Sweden,4/11/2018,33
371,Ukraine,1/15/2018,18
372,Ivory Coast,6/21/2018,49
373,Norway,1/9/2018,46
374,Niger,9/21/2018,29
375,Thailand,6/26/2018,32
376,Indonesia,6/24/2018,21
377,Sweden,7/21/2018,18
378,Sweden,1/10/2018,21
379,Afghanistan,11/27/2018,23
380,Norway,9/12/2018,34
381,Turkey,6/22/2018,49
382,Serbia,12/22/2018,22
383,Indonesia,5/3/2018,37
384,Panama,8/28/2018,28
385,Poland,3/14/2018,42
386,Indonesia,10/30/2018,28
387,United States,8/24/2018,32
388,France,9/24/2018,25
389,Mexico,6/10/2018,29
390,Kazakhstan,4/26/2018,27
391,Indonesia,4/21/2018,34
392,Madagascar,4/19/2018,37
393,Afghanistan,12/20/2018,19
394,China,5/5/2018,18
395,Ukraine,2/4/2018,41
396,Indonesia,10/6/2018,39
397,China,4/4/2018,44
398,Portugal,4/5/2018,18
399,Poland,5/7/2018,45
400,Tanzania,10/18/2018,43
401,Cameroon,7/23/2018,31
402,Indonesia,6/23/2018,31
403,China,7/24/2018,18
404,China,3/9/2018,46
405,Portugal,4/6/2018,43
406,China,5/8/2018,36
407,Indonesia,3/26/2018,44
408,Canada,8/6/2018,49
409,Armenia,12/14/2018,24
410,Pakistan,6/3/2018,21
411,Argentina,2/1/2018,41
412,China,2/23/2018,43
413,China,7/3/2018,45
414,Japan,8/19/2018,19
415,Canada,3/19/2018,39
416,Greece,8/16/2018,22
417,Tunisia,6/13/2018,38
418,Russia,7/5/2018,35
419,Sweden,9/27/2018,41
420,Indonesia,12/10/2018,49
421,Indonesia,3/18/2018,29
422,Colombia,11/8/2018,41
423,China,7/6/2018,25
424,United States,2/25/2018,27
425,Russia,6/4/2018,20
426,Kenya,5/15/2018,23
427,Russia,1/4/2018,46
428,Indonesia,4/15/2018,33
429,China,4/20/2018,48
430,Tunisia,7/3/2018,31
431,Burundi,2/2/2018,47
432,China,3/23/2018,47
433,Madagascar,2/9/2018,18
434,Uganda,4/13/2018,25
435,Portugal,10/19/2018,35
436,Poland,2/18/2018,28
437,China,10/16/2018,43
438,Peru,3/20/2018,19
439,China,4/19/2018,48
440,Jamaica,6/11/2018,42
441,China,5/5/2018,50
442,Indonesia,4/25/2018,40
443,Czech Republic,5/11/2018,46
444,Afghanistan,10/15/2018,50
445,Ethiopia,8/26/2018,37
446,Brazil,10/9/2018,43
447,Russia,8/18/2018,34
448,Mexico,9/10/2018,35
449,Canada,2/14/2018,21
450,Indonesia,6/22/2018,30
451,Gambia,5/15/2018,20
452,Russia,3/18/2018,47
453,Portugal,3/30/2018,48
454,China,3/23/2018,47
455,United States,3/9/2018,21
456,Kazakhstan,10/4/2018,25
457,Panama,4/24/2018,39
458,French Southern Territories,9/7/2018,39
459,Russia,8/15/2018,21
460,Sweden,9/21/2018,19
461,Guatemala,10/30/2018,41
462,Kyrgyzstan,3/20/2018,22
463,Peru,11/17/2018,18
464,Bolivia,3/7/2018,18
465,Greece,5/10/2018,26
466,Portugal,10/29/2018,38
467,Costa Rica,6/2/2018,36
468,China,1/8/2018,20
469,Russia,5/3/2018,33
470,France,8/25/2018,32
471,Philippines,7/11/2018,18
472,Japan,7/20/2018,32
473,Philippines,8/12/2018,31
474,United Arab Emirates,7/5/2018,32
475,Poland,1/21/2018,32
476,Russia,3/19/2018,27
477,Indonesia,6/12/2018,38
478,Indonesia,3/22/2018,46
479,Japan,4/7/2018,31
480,Peru,12/7/2018,39
481,Philippines,12/4/2018,48
482,Azerbaijan,1/13/2018,49
483,China,4/15/2018,36
484,China,10/23/2018,31
485,China,2/24/2018,26
486,Russia,5/4/2018,39
487,Brazil,6/15/2018,33
488,China,1/12/2018,23
489,Mauritius,7/16/2018,49
490,Indonesia,11/20/2018,41
491,Armenia,7/14/2018,26
492,China,1/16/2018,38
493,Russia,8/27/2018,42
494,Thailand,5/14/2018,25
495,Mexico,4/13/2018,29
496,Philippines,3/25/2018,24
497,Indonesia,1/17/2018,23
498,Russia,8/10/2018,45
499,Uganda,8/4/2018,22
500,China,11/24/2018,35
501,Lithuania,6/21/2018,19
502,Argentina,2/18/2018,28
503,China,3/10/2018,37
504,Honduras,10/13/2018,45
505,China,9/27/2018,21
506,Philippines,1/6/2018,41
507,Russia,7/31/2018,30
508,Uzbekistan,5/14/2018,50
509,China,5/15/2018,22
510,Ireland,7/7/2018,22
511,Indonesia,5/8/2018,47
512,China,2/6/2018,18
513,China,7/11/2018,46
514,Armenia,4/6/2018,28
515,Ukraine,11/3/2018,21
516,Sri Lanka,9/1/2018,41
517,Peru,3/21/2018,29
518,Russia,12/7/2018,44
519,Portugal,3/13/2018,34
520,China,1/25/2018,34
521,Ethiopia,11/19/2018,45
522,Honduras,4/9/2018,21
523,Nepal,10/28/2018,24
524,Russia,3/26/2018,32
525,South Korea,3/3/2018,35
526,Indonesia,6/19/2018,27
527,Indonesia,12/18/2018,38
528,Thailand,3/5/2018,27
529,Cuba,3/11/2018,49
530,Ivory Coast,1/9/2018,23
531,China,8/11/2018,21
532,Nepal,1/12/2018,40
533,Russia,6/2/2018,49
534,Laos,1/3/2018,28
535,Cambodia,12/3/2018,46
536,China,3/19/2018,43
537,China,10/21/2018,42
538,China,5/11/2018,40
539,Colombia,9/9/2018,23
540,Bosnia and Herzegovina,2/14/2018,37
541,Indonesia,5/3/2018,45
542,China,10/26/2018,46
543,Canada,12/10/2018,40
544,Serbia,7/28/2018,31
545,Indonesia,9/25/2018,33
546,Japan,5/11/2018,43
547,Philippines,5/24/2018,44
548,Vietnam,1/13/2018,19
549,China,1/27/2018,37
550,Russia,7/19/2018,49
551,Argentina,10/13/2018,25
552,Portugal,11/13/2018,22
553,Indonesia,6/5/2018,33
554,Thailand,12/2/2018,18
555,Indonesia,2/26/2018,43
556,Vietnam,5/30/2018,29
557,Portugal,6/29/2018,42
558,Slovenia,7/10/2018,36
559,Philippines,4/25/2018,33
560,Panama,7/7/2018,25
561,China,4/14/2018,46
562,Colombia,3/14/2018,44
563,Mongolia,3/15/2018,24
564,Poland,9/6/2018,36
565,Spain,2/18/2018,26
566,Sweden,9/17/2018,49
567,Philippines,10/24/2018,36
568,China,12/12/2018,50
569,Philippines,8/5/2018,21
570,China,5/9/2018,47
571,Serbia,1/30/2018,44
572,Russia,3/4/2018,20
573,China,3/6/2018,20
574,Russia,11/9/2018,27
575,Philippines,1/14/2018,27
576,China,4/1/2018,47
577,Ukraine,7/14/2018,50
578,Indonesia,9/16/2018,23
579,France,10/21/2018,26
580,Macedonia,6/13/2018,27
581,Indonesia,1/25/2018,41
582,Thailand,8/17/2018,38
583,Indonesia,7/20/2018,23
584,France,7/6/2018,38
585,France,12/21/2018,37
586,Philippines,3/9/2018,43
587,France,11/3/2018,23
588,Indonesia,1/21/2018,36
589,Greece,10/18/2018,33
590,Ukraine,5/25/2018,28
591,Israel,6/3/2018,20
592,Ukraine,6/7/2018,31
593,Poland,12/16/2018,30
594,Indonesia,8/5/2018,42
595,Burundi,2/15/2018,39
596,China,6/13/2018,34
597,United Kingdom,9/15/2018,35
598,China,1/30/2018,20
599,Tanzania,7/25/2018,22
600,China,2/27/2018,32
601,Philippines,2/1/2018,33
602,Philippines,11/7/2018,29
603,Russia,3/20/2018,45
604,Philippines,12/14/2018,44
605,Mexico,12/20/2018,36
606,Brazil,3/9/2018,44
607,Egypt,4/28/2018,21
608,Poland,7/29/2018,31
609,Indonesia,3/21/2018,32
610,Philippines,5/3/2018,50
611,Sweden,12/16/2018,48
612,Nigeria,7/10/2018,40
613,China,7/13/2018,30
614,El Salvador,8/28/2018,18
615,Russia,12/12/2018,30
616,China,11/24/2018,48
617,Ivory Coast,7/31/2018,42
618,Canada,4/27/2018,36
619,Albania,4/27/2018,50
620,United States,4/14/2018,21
621,Cameroon,3/6/2018,50
622,Spain,6/18/2018,28
623,Ukraine,2/2/2018,31
624,Micronesia,11/23/2018,23
625,Brazil,4/1/2018,27
626,Peru,4/2/2018,32
627,Sweden,6/10/2018,25
628,Samoa,12/10/2018,21
629,Russia,5/12/2018,50
630,Tanzania,9/27/2018,35
631,Pitcairn,12/30/2018,19
632,Armenia,6/29/2018,25
633,Ukraine,8/10/2018,33
634,France,5/8/2018,37
635,Philippines,10/8/2018,45
636,Albania,8/21/2018,42
637,Greece,5/5/2018,48
638,South Korea,4/4/2018,19
639,Croatia,6/10/2018,42
640,Switzerland,11/2/2018,36
641,Israel,1/25/2018,47
642,New Zealand,4/11/2018,34
643,Croatia,8/25/2018,19
644,China,12/2/2018,48
645,Philippines,9/14/2018,19
646,China,3/3/2018,29
647,China,12/18/2018,21
648,China,3/12/2018,26
649,China,1/29/2018,45
650,Indonesia,11/25/2018,47
651,Russia,3/23/2018,32
652,South Korea,5/1/2018,46
653,China,9/3/2018,33
654,Japan,6/9/2018,30
655,Russia,11/13/2018,27
656,United States,9/22/2018,22
657,Indonesia,5/10/2018,36
658,Panama,7/11/2018,41
659,China,5/2/2018,39
660,Portugal,6/7/2018,19
661,France,2/21/2018,48
662,Mongolia,9/9/2018,28
663,Belarus,5/29/2018,40
664,Uzbekistan,10/22/2018,44
665,Haiti,4/5/2018,22
666,Kazakhstan,11/27/2018,39
667,Indonesia,8/14/2018,31
668,Brazil,2/12/2018,39
669,France,7/30/2018,19
670,Sweden,5/5/2018,19
671,Thailand,12/21/2018,47
672,China,11/2/2018,19
673,Indonesia,6/1/2018,23
674,China,12/8/2018,23
675,Sweden,9/24/2018,33
676,Slovenia,8/28/2018,31
677,China,8/13/2018,27
678,Russia,11/18/2018,48
679,Kazakhstan,12/15/2018,28
680,China,11/28/2018,28
681,Armenia,6/5/2018,34
682,Honduras,11/8/2018,31
683,Brazil,1/27/2018,43
684,Bangladesh,2/5/2018,47
685,Egypt,3/16/2018,36
686,Turkmenistan,11/23/2018,49
687,Azerbaijan,12/3/2018,21
688,United States,4/26/2018,37
689,China,3/1/2018,28
690,Oman,8/12/2018,43
691,Mexico,6/14/2018,24
692,Russia,6/22/2018,19
693,China,11/29/2018,21
694,Cameroon,12/11/2018,48
695,Czech Republic,8/16/2018,45
696,Sweden,4/4/2018,27
697,France,1/29/2018,25
698,Norway,5/31/2018,27
699,Indonesia,3/9/2018,40
700,Syria,4/25/2018,39
701,Colombia,6/19/2018,21
702,Ukraine,7/11/2018,41
703,Portugal,3/20/2018,18
704,Indonesia,12/23/2018,22
705,Ukraine,9/30/2018,21
706,Serbia,7/6/2018,49
707,China,4/7/2018,22
708,Thailand,6/2/2018,35
709,Russia,7/28/2018,33
710,Indonesia,9/13/2018,20
711,Peru,6/15/2018,44
712,Greece,3/15/2018,35
713,China,11/13/2018,44
714,Vietnam,12/27/2018,42
715,New Zealand,7/25/2018,39
716,South Korea,12/13/2018,43
717,China,9/22/2018,50
718,Colombia,9/16/2018,43
719,China,5/7/2018,50
720,Palestinian Territory,5/14/2018,32
721,Philippines,6/6/2018,38
722,Russia,12/23/2018,47
723,China,5/3/2018,33
724,Greece,11/20/2018,26
725,China,2/3/2018,33
726,Burkina Faso,1/29/2018,30
727,Philippines,5/12/2018,47
728,Finland,5/3/2018,40
729,Slovenia,7/15/2018,41
730,Czech Republic,6/17/2018,26
731,Taiwan,4/2/2018,18
732,El Salvador,6/22/2018,38
733,China,12/28/2018,35
734,Greece,8/25/2018,36
735,Finland,8/30/2018,46
736,Denmark,1/10/2018,46
737,Philippines,9/13/2018,41
738,Portugal,8/1/2018,21
739,China,4/7/2018,48
740,Ethiopia,5/13/2018,37
741,Indonesia,10/17/2018,28
742,Greece,3/4/2018,30
743,China,1/16/2018,44
744,Chile,7/1/2018,37
745,Dominican Republic,10/31/2018,23
746,Portugal,8/7/2018,48
747,Greece,8/18/2018,21
748,Indonesia,3/22/2018,30
749,China,10/14/2018,18
750,Ireland,4/4/2018,47
751,Greece,5/14/2018,49
752,China,11/10/2018,42
753,Mongolia,8/6/2018,43
754,Indonesia,6/9/2018,39
755,Serbia,9/27/2018,22
756,Brazil,6/17/2018,48
757,Czech Republic,2/11/2018,35
758,Ukraine,9/7/2018,36
759,Bangladesh,10/16/2018,45
760,France,1/18/2018,35
761,Mexico,11/3/2018,21
762,Ukraine,2/14/2018,25
763,Madagascar,5/23/2018,34
764,Philippines,4/11/2018,42
765,China,11/2/2018,42
766,France,6/15/2018,44
767,Sweden,5/8/2018,19
768,Bulgaria,3/5/2018,44
769,Peru,6/18/2018,20
770,Palestinian Territory,3/28/2018,44
771,Brazil,8/14/2018,30
772,China,5/2/2018,18
773,Indonesia,7/7/2018,18
774,China,11/10/2018,40
775,China,8/23/2018,39
776,China,2/10/2018,24
777,Russia,2/10/2018,26
778,Egypt,2/20/2018,30
779,Portugal,11/19/2018,30
780,Philippines,10/21/2018,18
781,Canada,9/22/2018,21
782,Indonesia,2/23/2018,41
783,Poland,11/26/2018,22
784,Cameroon,12/3/2018,30
785,China,5/21/2018,26
786,Brazil,4/10/2018,39
787,Colombia,10/8/2018,49
788,Pakistan,4/1/2018,33
789,Philippines,3/31/2018,31
790,Central African Republic,6/9/2018,22
791,Russia,7/23/2018,46
792,Philippines,7/27/2018,25
793,China,8/26/2018,29
794,Mexico,12/22/2018,22
795,Philippines,1/18/2018,49
796,Brazil,9/16/2018,19
797,Russia,9/16/2018,27
798,Poland,3/17/2018,26
799,Guyana,10/29/2018,28
800,Peru,10/18/2018,43
801,Philippines,3/13/2018,37
802,China,4/22/2018,39
803,Russia,5/25/2018,43
804,China,7/3/2018,24
805,China,2/5/2018,45
806,China,8/26/2018,22
807,China,12/12/2018,22
808,China,7/9/2018,44
809,Indonesia,10/20/2018,23
810,Namibia,4/16/2018,46
811,Colombia,10/23/2018,41
812,China,6/22/2018,42
813,United States,7/17/2018,32
814,France,2/28/2018,45
815,China,7/3/2018,44
816,China,10/8/2018,35
817,Portugal,4/20/2018,29
818,Indonesia,5/9/2018,29
819,Dominican Republic,8/21/2018,39
820,Russia,3/8/2018,40
821,Nicaragua,3/14/2018,36
822,Slovenia,4/17/2018,37
823,Latvia,7/31/2018,50
824,Philippines,6/13/2018,40
825,Panama,4/20/2018,18
826,Mexico,4/13/2018,42
827,Ukraine,12/25/2018,45
828,Indonesia,8/5/2018,29
829,China,12/6/2018,25
830,Brazil,2/21/2018,44
831,Brazil,6/30/2018,41
832,China,1/14/2018,18
833,Portugal,2/5/2018,44
834,China,1/24/2018,46
835,Nigeria,7/5/2018,43
836,Czech Republic,3/16/2018,32
837,Iran,7/13/2018,21
838,Brazil,8/27/2018,27
839,Poland,10/17/2018,40
840,Bangladesh,2/1/2018,48
841,North Korea,10/8/2018,29
842,Kazakhstan,8/14/2018,29
843,China,4/13/2018,31
844,Brazil,1/10/2018,26
845,Russia,9/21/2018,26
846,Guatemala,11/25/2018,28
847,France,9/17/2018,49
848,Peru,3/7/2018,32
849,Poland,7/14/2018,37
850,Peru,3/24/2018,49
851,Saudi Arabia,11/6/2018,35
852,United States,4/19/2018,25
853,Czech Republic,2/10/2018,20
854,Poland,9/30/2018,31
855,China,3/14/2018,45
856,Indonesia,3/21/2018,43
857,Indonesia,11/12/2018,50
858,Lithuania,4/10/2018,30
859,Sweden,7/3/2018,25
860,Canada,4/21/2018,21
861,Tunisia,11/19/2018,25
862,Philippines,4/14/2018,24
863,China,5/30/2018,32
864,Sweden,12/26/2018,19
865,Indonesia,6/7/2018,49
866,Mauritius,7/31/2018,47
867,Sweden,6/23/2018,35
868,Sweden,7/15/2018,38
869,Cyprus,12/24/2018,19
870,China,4/10/2018,41
871,Montenegro,4/11/2018,25
872,China,2/19/2018,20
873,Indonesia,1/2/2018,43
874,Peru,2/15/2018,39
875,China,4/12/2018,37
876,China,11/18/2018,30
877,Russia,1/18/2018,48
878,Russia,5/7/2018,27
879,Poland,6/6/2018,40
880,Indonesia,8/8/2018,49
881,Portugal,1/25/2018,31
882,Philippines,2/15/2018,21
883,Malaysia,9/5/2018,35
884,Poland,1/13/2018,46
885,China,8/7/2018,36
886,Czech Republic,3/8/2018,47
887,Vietnam,10/4/2018,19
888,United States,3/17/2018,40
889,China,4/6/2018,24
890,Pakistan,1/23/2018,38
891,Mexico,8/11/2018,26
892,Serbia,1/2/2018,29
893,Norway,3/11/2018,31
894,China,12/19/2018,41
895,Italy,11/18/2018,49
896,Colombia,6/26/2018,31
